OrderID,RouteHub,Latitude,Longitude,Volume,Status,Reason,BaselineTime,DelayTime,DelayedTime,ETA,AltPath,FinancialImpact,OrderDate,SourceWarehouse
DLV-33531,"Bhagalpur, BR",25.2425,87.0135,306,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-88069,"Asansol, WB",23.674,86.952,423,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 6, 03:06 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-65724,"Darbhanga, BR",26.1542,85.8918,677,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-18585,"Asansol, WB",23.674,86.952,264,At Risk,Heavy Highway Traffic,15.1,37,15.72,"Jun 6, 03:43 AM",NH Alt Routing,1909,2026-06-05,Patna HQ DC
DLV-51644,"Guwahati, AS",26.1445,91.7362,150,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 7, 01:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-12506,"Hazaribagh, JH",23.9932,85.3622,314,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-68054,"Darbhanga, BR",26.1542,85.8918,461,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-10578,"Shillong, ML",25.5788,91.8933,795,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 7, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-97816,"Hazaribagh, JH",23.9932,85.3622,602,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-44347,"Guwahati, AS",26.1445,91.7362,616,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 7, 01:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-11763,"Hazaribagh, JH",23.9932,85.3622,587,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-69289,"Kolkata, WB",22.5726,88.3639,281,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 6, 06:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-26066,"Patna, BR",25.5941,85.1376,269,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-05,Patna HQ DC
DLV-63058,"Kharagpur, WB",22.3302,87.3237,566,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 6, 07:18 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-56171,"Ranchi, JH",23.3441,85.3096,655,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-17045,"Puri, OD",19.8134,85.8315,147,In Transit,Clear & Optimal,35.6,0,35.6,"Jun 6, 11:36 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-86518,"Asansol, WB",23.674,86.952,380,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 6, 03:06 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-95673,"Ranchi, JH",23.3441,85.3096,485,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-44628,"Guwahati, AS",26.1445,91.7362,285,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 7, 01:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-84710,"Ranchi, JH",23.3441,85.3096,527,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-47839,"Shillong, ML",25.5788,91.8933,763,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 7, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-55112,"Asansol, WB",23.674,86.952,190,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 6, 03:06 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-49780,"Gaya, BR",24.7914,85.0002,176,In Transit,Clear & Optimal,10.5,0,10.5,"Jun 5, 10:30 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-17149,"Kolkata, WB",22.5726,88.3639,530,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 6, 06:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-21967,"Kolkata, WB",22.5726,88.3639,168,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 6, 06:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-19552,"Bhubaneswar, OD",20.2961,85.8245,536,Delayed,Congested Highway / Toll Queue,34.4,83,35.78,"Jun 6, 11:47 PM",NH Alt Routing,7669,2026-06-05,Patna HQ DC
DLV-74988,"Kharagpur, WB",22.3302,87.3237,135,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 6, 07:18 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-32552,"Kolkata, WB",22.5726,88.3639,427,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 6, 06:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-87531,"Darbhanga, BR",26.1542,85.8918,118,At Risk,Heavy Highway Traffic,10.4,29,10.88,"Jun 5, 10:53 PM",NH Alt Routing,861,2026-06-05,Patna HQ DC
DLV-35990,"Asansol, WB",23.674,86.952,598,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 6, 03:06 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-82091,"Ranchi, JH",23.3441,85.3096,284,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-19052,"Darbhanga, BR",26.1542,85.8918,286,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-78586,"Kharagpur, WB",22.3302,87.3237,616,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 6, 07:18 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-64203,"Puri, OD",19.8134,85.8315,246,In Transit,Clear & Optimal,35.6,0,35.6,"Jun 6, 11:36 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-11157,"Darbhanga, BR",26.1542,85.8918,735,Delayed,Congested Highway / Toll Queue,10.4,78,11.7,"Jun 5, 11:42 PM",NH Alt Routing,9536,2026-06-05,Patna HQ DC
DLV-37401,"Shillong, ML",25.5788,91.8933,505,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 7, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-71441,"Shillong, ML",25.5788,91.8933,670,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 7, 02:30 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-98157,"Dhanbad, JH",23.7957,86.4304,171,In Transit,Clear & Optimal,14.4,0,14.4,"Jun 6, 02:24 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-80256,"Kharagpur, WB",22.3302,87.3237,220,Delayed,Congested Highway / Toll Queue,19.3,87,20.75,"Jun 6, 08:45 AM",NH Alt Routing,3915,2026-06-05,Patna HQ DC
DLV-56606,"Hazaribagh, JH",23.9932,85.3622,407,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-75899,"Kolkata, WB",22.5726,88.3639,652,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 6, 06:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-89058,"Bhubaneswar, OD",20.2961,85.8245,146,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 6, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-62754,"Dhanbad, JH",23.7957,86.4304,670,In Transit,Clear & Optimal,14.4,0,14.4,"Jun 6, 02:24 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-72749,"Bhubaneswar, OD",20.2961,85.8245,221,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 6, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-41305,"Ranchi, JH",23.3441,85.3096,524,At Risk,Heavy Highway Traffic,14.5,38,15.13,"Jun 6, 03:08 AM",NH Alt Routing,3443,2026-06-05,Patna HQ DC
DLV-48800,"Patna, BR",25.5941,85.1376,709,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-05,Patna HQ DC
DLV-18537,"Jamshedpur, JH",22.8046,86.2029,444,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 6, 04:54 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-79268,"Hazaribagh, JH",23.9932,85.3622,468,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-72271,"Bhagalpur, BR",25.2425,87.0135,146,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-38168,"Siliguri, WB",26.7271,88.3953,378,At Risk,Heavy Highway Traffic,17.6,29,18.08,"Jun 6, 06:05 AM",NH Alt Routing,1992,2026-06-05,Patna HQ DC
DLV-33787,"Kolkata, WB",22.5726,88.3639,459,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 6, 06:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-88189,"Kharagpur, WB",22.3302,87.3237,426,At Risk,Heavy Highway Traffic,19.3,45,20.05,"Jun 6, 08:03 AM",NH Alt Routing,3416,2026-06-05,Patna HQ DC
DLV-46208,"Darbhanga, BR",26.1542,85.8918,256,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-52998,"Muzaffarpur, BR",26.1209,85.3647,451,At Risk,Heavy Highway Traffic,10,54,10.9,"Jun 5, 10:54 PM",NH Alt Routing,4301,2026-06-05,Patna HQ DC
DLV-67781,"Kharagpur, WB",22.3302,87.3237,263,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 6, 07:18 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-18445,"Muzaffarpur, BR",26.1209,85.3647,568,In Transit,Clear & Optimal,10,0,10,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-58468,"Kolkata, WB",22.5726,88.3639,364,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 6, 06:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-24741,"Bhagalpur, BR",25.2425,87.0135,216,At Risk,Heavy Highway Traffic,12.6,44,13.33,"Jun 6, 01:20 AM",NH Alt Routing,1954,2026-06-05,Patna HQ DC
DLV-22592,"Darbhanga, BR",26.1542,85.8918,362,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-50540,"Hazaribagh, JH",23.9932,85.3622,769,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 6, 12:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-77162,"Gaya, BR",24.7914,85.0002,711,In Transit,Clear & Optimal,10.5,0,10.5,"Jun 5, 10:30 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-97024,"Jamshedpur, JH",22.8046,86.2029,568,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 6, 04:54 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-87572,"Darbhanga, BR",26.1542,85.8918,644,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-70360,"Cuttack, OD",20.4625,85.883,246,In Transit,Clear & Optimal,34,0,34,"Jun 6, 10:00 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-81130,"Kolkata, WB",22.5726,88.3639,344,At Risk,Heavy Highway Traffic,18.7,42,19.4,"Jun 6, 07:24 AM",NH Alt Routing,2671,2026-06-05,Patna HQ DC
DLV-40163,"Siliguri, WB",26.7271,88.3953,155,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 6, 05:36 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-22007,"Darbhanga, BR",26.1542,85.8918,405,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-61728,"Darbhanga, BR",26.1542,85.8918,320,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-55175,"Dhanbad, JH",23.7957,86.4304,118,In Transit,Clear & Optimal,14.4,0,14.4,"Jun 6, 02:24 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-66858,"Guwahati, AS",26.1445,91.7362,392,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 7, 01:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-36881,"Ranchi, JH",23.3441,85.3096,557,Delayed,Congested Highway / Toll Queue,14.5,116,16.43,"Jun 6, 04:26 AM",NH Alt Routing,11084,2026-06-05,Patna HQ DC
DLV-92177,"Cuttack, OD",20.4625,85.883,795,In Transit,Clear & Optimal,34,0,34,"Jun 6, 10:00 PM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-50844,"Guwahati, AS",26.1445,91.7362,314,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 7, 01:42 AM",Standard Routing,0,2026-06-05,Patna HQ DC
DLV-29132,"Durgapur, WB",23.5204,87.3119,162,At Risk,Heavy Highway Traffic,15.9,22,16.27,"Jun 5, 04:16 AM",NH Alt Routing,799,2026-06-04,Patna HQ DC
DLV-84981,"Hazaribagh, JH",23.9932,85.3622,633,At Risk,Heavy Highway Traffic,12.6,22,12.97,"Jun 5, 12:58 AM",NH Alt Routing,2353,2026-06-04,Patna HQ DC
DLV-70180,"Patna, BR",25.5941,85.1376,230,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-35179,"Shillong, ML",25.5788,91.8933,317,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-75523,"Jamshedpur, JH",22.8046,86.2029,657,At Risk,Heavy Highway Traffic,16.9,42,17.6,"Jun 5, 05:36 AM",NH Alt Routing,4643,2026-06-04,Patna HQ DC
DLV-52111,"Durgapur, WB",23.5204,87.3119,300,At Risk,Heavy Highway Traffic,15.9,28,16.37,"Jun 5, 04:22 AM",NH Alt Routing,1596,2026-06-04,Patna HQ DC
DLV-96336,"Cuttack, OD",20.4625,85.883,102,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-65975,"Siliguri, WB",26.7271,88.3953,439,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-55045,"Hazaribagh, JH",23.9932,85.3622,474,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-84637,"Bhagalpur, BR",25.2425,87.0135,311,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-53277,"Shillong, ML",25.5788,91.8933,533,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-82502,"Bhagalpur, BR",25.2425,87.0135,757,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-38530,"Kolkata, WB",22.5726,88.3639,766,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 5, 06:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-19309,"Jamshedpur, JH",22.8046,86.2029,706,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-91090,"Patna, BR",25.5941,85.1376,606,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-28174,"Gaya, BR",24.7914,85.0002,615,In Transit,Clear & Optimal,10.5,0,10.5,"Jun 4, 10:30 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-61024,"Jamshedpur, JH",22.8046,86.2029,332,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-91942,"Cuttack, OD",20.4625,85.883,381,At Risk,Heavy Highway Traffic,34,40,34.67,"Jun 5, 10:40 PM",NH Alt Routing,2766,2026-06-04,Patna HQ DC
DLV-37818,"Siliguri, WB",26.7271,88.3953,449,At Risk,Heavy Highway Traffic,17.6,38,18.23,"Jun 5, 06:14 AM",NH Alt Routing,3015,2026-06-04,Patna HQ DC
DLV-22044,"Dhanbad, JH",23.7957,86.4304,752,At Risk,Heavy Highway Traffic,14.4,49,15.22,"Jun 5, 03:13 AM",NH Alt Routing,6115,2026-06-04,Patna HQ DC
DLV-77208,"Jamshedpur, JH",22.8046,86.2029,101,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-39777,"Asansol, WB",23.674,86.952,592,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-89368,"Jamshedpur, JH",22.8046,86.2029,198,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-67358,"Puri, OD",19.8134,85.8315,344,Delayed,Congested Highway / Toll Queue,35.6,84,37,"Jun 6, 01:00 AM",NH Alt Routing,5342,2026-06-04,Patna HQ DC
DLV-44677,"Ranchi, JH",23.3441,85.3096,749,At Risk,Heavy Highway Traffic,14.5,22,14.87,"Jun 5, 02:52 AM",NH Alt Routing,2736,2026-06-04,Patna HQ DC
DLV-50912,"Bhubaneswar, OD",20.2961,85.8245,212,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-92930,"Muzaffarpur, BR",26.1209,85.3647,333,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-85018,"Kharagpur, WB",22.3302,87.3237,232,Delayed,Congested Highway / Toll Queue,19.3,83,20.68,"Jun 5, 08:41 AM",NH Alt Routing,3884,2026-06-04,Patna HQ DC
DLV-47122,"Cuttack, OD",20.4625,85.883,707,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-66394,"Cuttack, OD",20.4625,85.883,622,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-30995,"Siliguri, WB",26.7271,88.3953,170,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-49747,"Kharagpur, WB",22.3302,87.3237,352,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-18059,"Gaya, BR",24.7914,85.0002,301,In Transit,Clear & Optimal,10.5,0,10.5,"Jun 4, 10:30 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-11729,"Kharagpur, WB",22.3302,87.3237,769,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-66280,"Ranchi, JH",23.3441,85.3096,683,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 5, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-90114,"Guwahati, AS",26.1445,91.7362,350,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-91076,"Asansol, WB",23.674,86.952,470,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-68019,"Dhanbad, JH",23.7957,86.4304,193,In Transit,Clear & Optimal,14.4,0,14.4,"Jun 5, 02:24 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-42920,"Kharagpur, WB",22.3302,87.3237,282,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-77780,"Patna, BR",25.5941,85.1376,278,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-45043,"Darbhanga, BR",26.1542,85.8918,594,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-41321,"Bhubaneswar, OD",20.2961,85.8245,553,Delayed,Congested Highway / Toll Queue,34.4,114,36.3,"Jun 6, 12:18 AM",NH Alt Routing,10824,2026-06-04,Patna HQ DC
DLV-50849,"Patna, BR",25.5941,85.1376,567,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-99688,"Hazaribagh, JH",23.9932,85.3622,525,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-26978,"Siliguri, WB",26.7271,88.3953,694,At Risk,Heavy Highway Traffic,17.6,52,18.47,"Jun 5, 06:28 AM",NH Alt Routing,6037,2026-06-04,Patna HQ DC
DLV-66098,"Dhanbad, JH",23.7957,86.4304,501,Delayed,Congested Highway / Toll Queue,14.4,91,15.92,"Jun 5, 03:55 AM",NH Alt Routing,7931,2026-06-04,Patna HQ DC
DLV-51733,"Kharagpur, WB",22.3302,87.3237,158,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-30638,"Guwahati, AS",26.1445,91.7362,499,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-93008,"Siliguri, WB",26.7271,88.3953,216,At Risk,Heavy Highway Traffic,17.6,31,18.12,"Jun 5, 06:07 AM",NH Alt Routing,1376,2026-06-04,Patna HQ DC
DLV-40017,"Hazaribagh, JH",23.9932,85.3622,560,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-53905,"Puri, OD",19.8134,85.8315,214,In Transit,Clear & Optimal,35.6,0,35.6,"Jun 5, 11:36 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-78775,"Patna, BR",25.5941,85.1376,143,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-16726,"Shillong, ML",25.5788,91.8933,505,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-24868,"Patna, BR",25.5941,85.1376,484,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-89828,"Guwahati, AS",26.1445,91.7362,207,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-72862,"Muzaffarpur, BR",26.1209,85.3647,610,Delayed,Congested Highway / Toll Queue,10,88,11.47,"Jun 4, 11:28 PM",NH Alt Routing,9108,2026-06-04,Patna HQ DC
DLV-75342,"Jamshedpur, JH",22.8046,86.2029,356,Delayed,Congested Highway / Toll Queue,16.9,106,18.67,"Jun 5, 06:40 AM",NH Alt Routing,6932,2026-06-04,Patna HQ DC
DLV-39155,"Darbhanga, BR",26.1542,85.8918,522,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-31230,"Muzaffarpur, BR",26.1209,85.3647,173,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-46846,"Guwahati, AS",26.1445,91.7362,254,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-79808,"Gaya, BR",24.7914,85.0002,236,In Transit,Clear & Optimal,10.5,0,10.5,"Jun 4, 10:30 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-79091,"Bhubaneswar, OD",20.2961,85.8245,672,At Risk,Heavy Highway Traffic,34.4,33,34.95,"Jun 5, 10:57 PM",NH Alt Routing,3722,2026-06-04,Patna HQ DC
DLV-18370,"Shillong, ML",25.5788,91.8933,678,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-45115,"Cuttack, OD",20.4625,85.883,629,Delayed,Congested Highway / Toll Queue,34,105,35.75,"Jun 5, 11:45 PM",NH Alt Routing,11167,2026-06-04,Patna HQ DC
DLV-47758,"Hazaribagh, JH",23.9932,85.3622,176,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-64476,"Guwahati, AS",26.1445,91.7362,391,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-25876,"Kolkata, WB",22.5726,88.3639,248,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 5, 06:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-45257,"Gaya, BR",24.7914,85.0002,254,In Transit,Clear & Optimal,10.5,0,10.5,"Jun 4, 10:30 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-86793,"Asansol, WB",23.674,86.952,772,Delayed,Congested Highway / Toll Queue,15.1,68,16.23,"Jun 5, 04:14 AM",NH Alt Routing,8690,2026-06-04,Patna HQ DC
DLV-40756,"Bhubaneswar, OD",20.2961,85.8245,137,At Risk,Heavy Highway Traffic,34.4,46,35.17,"Jun 5, 11:10 PM",NH Alt Routing,1497,2026-06-04,Patna HQ DC
DLV-34027,"Jamshedpur, JH",22.8046,86.2029,675,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-58607,"Jamshedpur, JH",22.8046,86.2029,460,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-57201,"Shillong, ML",25.5788,91.8933,770,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-68291,"Darbhanga, BR",26.1542,85.8918,512,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-81560,"Ranchi, JH",23.3441,85.3096,283,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 5, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
